IP_ID,Cluster,Poly_x,Poly_y,Area_km2,PAratio,Wtb_prct,Glc_prct,Elev_avg,Elev_max,Slpe_avg,Slpe5,Slpe10,MAP_avg,PAS_avg,PrctSnow,MAT_avg,MSP_avg,TD_avg,Eref_avg,VegHt_avg
19739,2,-1969469.42088449,1464561.02887517,361.761935514,0.392190089701744,0.808340324516,0.0811056558468647,787.86325773,2037,14.0612102632,29.2032659197,49.5013987884,2279.9516129,595.287634409,26.1096608823123,5.61290322581,397.228494624,14.9462365591,547.698924731,28.4882629107981
19740,1,-1958418.28971996,1479066.3699331,25.5620460052,1.11953684933119,0,0,103.703265045,173,2.19175241901,95.2834183543,100,1468.76923077,85.5384615385,5.82381900073278,8.73076923076999,295.038461538,14.9230769231,657.269230769,22.8723404255319
19741,2,-1982864.3903989,1470839.5132063,1759.22579814,0.197307992372146,7.26846444619,0.235436239734445,767.678903354,2054,20.0091799758,16.667112106,31.6054771879,2194.83715596,540.740825688,24.636945124591,5.85149082569,375.303325688,15.2637614679,560.952408257,27.8432231962238
19742,3,-1965557.69148154,1501032.04158235,129.775672119,0.559209194059809,5.55284324332,0,239.17521934,891,6.31866639799,41.2773521728,81.4960923332,1612.75968992,138.031007752,8.55868413717898,8.03875968992,328.069767442,15.4031007752,633.906976744,31.4046511627906
19743,3,-1961812.63832216,1505879.46687831,23.8568129467,1.19227200507087,0.584099310981,0,297.668960771,921,12.6857917006,20.5879841471,51.9911141614,1793.33333333,165.416666667,9.22397769520301,7.83333333333,375.416666667,15,620.25,30.25
19744,3,-1961073.13865619,1510407.07763915,21.9627567604,1.35863396758536,0,0,593.282242991,1187,13.1874878817,14.8280706817,43.6831081818,2066.36363636,308.318181818,14.9208095028771,6.45454545455,424.909090909,14.8636363636,569.818181818,31.8999999999999
19745,3,-1964916.02448529,1522467.78189946,90.3889239352,0.617603899409203,9.61411155828,0,291.853234282,1083,12.6462293673,15.0399625467,41.8070726842,2036.56179775,204.97752809,10.0648813267763,7.57303370787,414.505617978,14.9775280899,601.179775281,29.52
19746,3,-1970265.35450649,1519118.71912479,201.219124611,0.548182915234517,5.19274758272,0,332.956895148,1391,13.3961606406,19.705640669,45.6103025355,1912.56218905,220.194029851,11.513038954324,7.43781094527,377.815920398,15.1343283582,605.253731343,29.4159544159544
19747,2,-1993994.84380483,1512972.06142229,1323.5891144,0.188919867301518,0.478965718764,0,639.256380905,1868,17.2020391611,16.3309084433,33.8752662822,2040.13587786,399.318320611,19.5731237779056,6.13969465649,365.56259542,15.0045801527,557.740458015,30.8643996641477
19748,4,-1995845.40906738,1549255.71832916,25.4244249911,0.980456618969223,0,0,616.346761199,1328,13.5032518928,10.2466288697,38.7499213675,2140.7826087,401.782608696,18.7680246963508,5.69565217391,418.130434783,14.2173913043,522,30.2391304347826
19749,2,-2004952.33594179,1537402.95309323,626.520518127,0.266081327694853,0.187122013178,0,728.952598209,1771,21.1645067381,8.53494031438,22.1233909235,2083.42054575,448.776886035,21.5403888067853,5.46709470305,398.02247191,14.1813804173,508.600321027,30.5961369622475
19750,2,-2012153.7223963,1556571.14256396,22.115866717,1.19758881205538,0,0,851.433184855,1564,24.1646463621,1.80948756445,8.98920742823,2251.04166667,611.833333333,27.1800092549194,4.54166666667,422.291666667,13.9583333333,465.75,31.975
19751,2,-2017046.44374616,1555783.48167049,50.4134460106,0.790029254375244,0,0,822.357804125,1621,24.5407720464,2.97654254595,10.3313381728,2515.10638298,631.553191489,25.1103967515167,5.06382978723,410.829787234,13.9361702128,491.914893617,31.127659574468
19752,2,-2019788.07781714,1559784.47366699,32.6752397801,0.807216931759244,0,0,907.844728274,1594,25.4411216293,1.07636288439,5.07376950691,2831.03030303,882.666666667,31.1782839527467,4.36363636364,422.333333333,13.8787878788,457.363636364,33.9137931034482
19753,2,-2023729.21082124,1549093.63855362,397.967926859,0.356619348959908,0.305875049948,0,763.98660163,1678,22.3946917661,6.20852997965,17.6869567016,2628.35279188,616.317258883,23.4488026412223,5.3578680203,420.753807107,14.0482233503,507.657360406,30.8013793103448
19754,4,-2032942.81802735,1569920.49559728,27.8795999091,0.926009273327544,0,0,861.430674124,1324,17.6301977486,11.6534633081,26.4702506756,2811.25,729.392857143,25.9454995871231,4.85714285714,466.678571429,13.6428571429,476.142857143,29.9807692307692
19755,4,-2038911.38195763,1561180.45443932,367.89325951,0.357263026948249,2.85534259356,0,703.389401999,1668,17.8579901803,10.5371464976,28.4169744599,3035.5441989,656.837016575,21.6381964332135,5.67127071823,460.997237569,13.682320442,518.080110497,30.6532507739938
19756,3,-2046558.07365129,1578511.67726926,23.5521751558,1.34491110651644,2.61825685744,0,203.220910038,841,7.83310690948,46.4853831642,73.2177097407,2103.52,133.48,6.34555411881037,7.88,416.36,12.32,571.72,30.3589743589743
19757,4,-2037929.82804463,1538529.28156336,1762.8797765,0.214069119477339,4.50492920403,0.12759194064154,620.537596291,1809,20.864777372,10.7089925189,23.8902123726,3451.48368632,646.587864911,18.7336207751396,6.20091585575,562.726960504,14.0944476245,551.03548941,29.4075409836065
19758,4,-2058657.94266789,1581337.22222465,94.7698655758,0.736661841602706,0.293710575066,0,474.91820147,1323,15.2044649126,22.07677508,43.219550376,3874.41237113,669.381443299,17.2769798147162,6.62886597938,697.855670103,12.824742268,539.216494845,30.8837209302325
19759,3,-2064424.37781495,1590579.96299298,123.842249846,0.830164044848313,1.27374893337,0,226.298227044,1166,7.59343149276,51.4007118484,73.6482534068,2755.63333333,209.616666667,7.60684174239147,7.66666666667,522.891666667,12.175,567.216666667,27.8311111111111
19760,3,-2079053.38002531,1607371.11111601,95.9509760341,0.636914722346138,1.83455662942,0,234.557090475,575,6.87273875772,43.1033506505,77.1938197159,2979.09782609,161.815217391,5.4316852563173,7.8152173913,565.97826087,11.75,563.456521739,27.7045454545454
19761,3,-2081612.346246,1615217.62874712,58.6097776743,1.02766502736432,4.15322648683,0,316.132745839,616,5.98939918957,49.5868735661,83.4420832995,3445.93220339,218.779661017,6.34892528650945,7.42372881356,664.237288136,11.7796610169,554.644067797,28.8431372549019
19762,3,-2083522.66118271,1620201.42976938,82.5498823442,0.767464172592638,8.49109439199,0,325.603526848,622,7.39471096117,37.0085805371,72.14706128,3521.72839506,216.234567901,6.14001262006225,7.53086419753,688.987654321,11.8518518519,555.481481481,27.3093525179856
19763,3,-2088728.35421723,1627448.81647187,74.8877054802,0.915909266749146,0.250232496832,0,316.223025523,619,8.66347078937,32.6770653835,66.0159731855,3616.60273973,216.808219178,5.99480326650933,7.53424657534,728.109589041,11.6438356164,550.164383562,27.410071942446
19764,9,-2095978.64232211,1624653.63882468,228.213795752,0.48640695859461,1.17850323639,0,321.969810102,716,8.83381081719,35.5987208068,65.6193037022,3747.47577093,229.255506608,6.11759810127088,7.51982378855,779.964757709,11.5286343612,549.215859031,26.4757281553398
19765,7,-2104225.02305074,1637685.59234105,26.177289418,1.15022720897889,0.695319702562,0,122.234521576,240,4.66607403947,63.075470631500004,91.1070151155,3041.84,116.04,3.81479630749809,8,658.92,10.36,514.32,22.8695652173913
19766,9,-2109725.43051596,1630501.21624053,159.509516517,0.436989604660201,0.155643485101,0,214.561289991,543,7.01104321826,50.604874821,76.2209630167,3494.2611465,160.458598726,4.59206086776662,7.82802547771,769.821656051,10.8280254777,534.445859873,24.010033444816
198,2,-1850733.6667548,1410834.48126701,84.1337032339,0.621938971304378,1.5989434522,0,920.577624013,1645,25.1294859522,3.01951685457,9.52081580809,2708.23170732,580.12195122,21.4206912079201,5.5,536.097560976,15,521.414634146,28.1133333333333
199,2,-1845738.04686546,1424772.42257685,385.201108032,0.276457158413627,2.89516698791,2.40483900651827,1055.13949483,2396,28.5748653634,2.14054874039,5.82839562646,2955.49347258,921.652741514,31.1843944188935,4.62140992167,640.689295039,15.3315926893,503.308093995,21.9223880597014
20,2,-1842877.11509857,1380594.90337253,124.188589262,0.753194168956226,0.373625504256,0,636.132234141,1716,22.9005622749,4.84222659301,15.8330582345,2519.08849558,402.628318584,15.9830954446599,7.20353982301,529.026548673,14.3274336283,556.663716814,26.3677130044843
200,2,-1858934.17253231,1421176.50107804,60.8794655171,0.65903580476665,1.00633390887,0,1022.73846361,1917,26.1752253382,1.93553748284,8.12236703329,2643.22033898,663.881355932,25.1163834562572,5.32203389831,543.661016949,15,517.508474576,25.0277777777777
201,2,-1857486.65905119,1435812.02418351,168.048645768,0.393237672614543,1.11448338913,1.97624937821693,1101.09950758,2036,30.0307210185,2.60052385822,6.85296070463,2841.9202454,925.858895706,32.5786375323029,4.54601226994,622.073619632,15.5460122699,501.190184049,22.0100671140939
202,2,-1871863.57112948,1429619.25725387,24.3835374608,1.06136462719729,0,0,1021.47489046,1756,23.5053537229,3.3178619596,10.6885979714,2844.875,723.291666667,25.424374240239,5.20833333333,683.041666667,15.0833333333,527.5,28.6363636363636
203,2,-1869217.97224846,1435498.30683486,31.3075991122,0.82003476409964,0,0,1062.57071895,1753,27.2584070734,1.31358696301,5.1881263427,2934.93548387,830.870967742,28.3096842267352,4.74193548387,717.612903226,15.4516129032,513.290322581,32.3703703703703
20329,1,-1887584.955985,1339810.68703835,11.3051373041,2.44947578580507,0,0,50.4194484761,155,7.14107978578,34.1269874531,70.5024802927,1038.8,33.4,3.21524836349634,10,182.7,14,666.2,20.8823529411764
2038,3,-2030510.29285867,1579178.05837487,14.307424225,2.29122329025548,0,0,73.5717579251,160,7.55327770164,32.9362629796,67.4000816796,1755.7,75.4,4.29458335706555,8.1,377.9,11.9,560,20.84
204,2,-1866893.20436971,1439597.30253477,28.6000302257,0.983497009629973,0,0,1113.49271637,1766,26.4246150627,1.22939819065,5.08215647628,2884.7037037,907.851851852,31.471233967203,4.33333333333,692.888888889,15.9259259259,499.62962963,29.9629629629629
205,2,-1858835.59958513,1446450.34765866,164.107722529,0.401997095920592,1.0975228252,1.00769816346545,1038.02933254,2188,28.5333414611,2.61417474758,7.37311021597,2888.6993865,914.717791411,31.6653853178986,4.54601226994,649.030674847,15.8711656442,508.036809816,24.4305084745762
20522,3,-1881396.08140221,1317016.26518799,164.061550876,0.98331480778365,1.59176502059,0,171.514550463,678,10.3423734574,24.7405161194,55.4978724278,1009.24666667,44.6133333333,4.42045882405549,9.21333333333,174.413333333,13.32,660.286666667,21.2114695340501
20523,3,-1881867.80313491,1312574.53579985,21.4289963853,1.13261578838505,0,0,222.970103488,670,10.996413413,20.407180758,52.3003782633,1027.95454545,50.5,4.91266858282075,8.95454545455,174.954545455,13.3636363636,653.545454545,24.7894736842105
20524,3,-1868579.83878124,1307587.92428595,27.0861766607,1.73197522371429,0.824361831106,0,74.320754717,208,8.41436283139,25.157130641,64.6826236047,835.727272727,22.5454545455,2.69770477537888,10,161.227272727,12.9545454545,663.363636364,19.9333333333333
20525,3,-1858769.05968919,1305483.844112,32.248402265,1.38908739345439,0,0,151.186649551,407,13.1467317714,15.5574974549,40.8651215427,832.961538462,27,3.24144618368015,9.38461538462,170.307692308,12.5384615385,622.730769231,22.3636363636363
20526,1,-1866711.40952684,1314401.25681941,23.3614377046,1.74015861833498,0,0,63.694336968,234,8.42461010574,27.5388942144,63.3623765084,869.3,23.95,2.75509030254227,9.95,169.15,12.95,660.75,18.3953488372093
20527,1,-1874251.38998017,1327568.04659058,58.1502171146,1.28736660271145,0,0,84.369892168,252,7.88360217401,33.184328682,65.5532859399,960.428571429,29.5714285714,3.07898259705053,9.81632653061,183.469387755,13.0612244898,662.102040816,20.9411764705882
20528,1,-1883324.73037651,1347534.25113723,24.5248523796,1.66688224237877,0,0,77.260854931,215,7.63206383322,32.3606508494,71.3575939017,1030.4375,35.4375,3.43907320919512,9.6875,189.125,13.75,654.9375,19.8260869565217
20529,1,-1889160.26046176,1360471.8313671,52.6495222386,0.927067680053642,0.366798034065,0,78.7116373267,181,4.64314792905,67.1403000396,89.421278261,1023.52,33.12,3.23589182429263,9.96,193.38,13.54,636.38,20.5208333333333
20530,3,-1906802.90221178,1265734.32977365,52.0459903141,1.40540154964368,0.430825764483,0,104.58923781,296,7.85984375261,25.4530138615,71.5478072991,1134.7173913,31.8260869565,2.80475889419815,9.39130434783,157.652173913,11.347826087,646.391304348,22.4255319148936
20532,3,-1927384.74418375,1280763.33753445,44.6016905126,0.898912477705653,0,0,311.485451197,732,8.38619208303,20.5876612629,66.5465850778,2221.39473684,131.657894737,5.92681222087917,8.21052631579,302.289473684,11.6052631579,606.289473684,21.1688311688311
