IP_ID,Cluster,Poly_x,Poly_y,Area_km2,PAratio,Wtb_prct,Glc_prct,Elev_avg,Elev_max,Slpe_avg,Slpe5,Slpe10,MAP_avg,PAS_avg,PrctSnow,MAT_avg,MSP_avg,TD_avg,Eref_avg,VegHt_avg
1,1,-1830467.95661552,1327527.3275911,12.8759362257,2.17784793602614,0,0,70.8778772379,129,3.78454358431,70.3251136712,82.7297510467,1261.75,40.5833333333,3.21643220394689,10,274.416666667,13.8333333333,663,5.18181818181818
10,1,-1837038.62707846,1366678.24498749,29.9329107097,1.33285599898803,0,0,259.527854385,1204,8.97476973378,48.8825402416,68.5727874679,1972.08333333,147.708333333,7.48996408197336,8.95833333333,418.458333333,14.0833333333,618.916666667,9.22
101,2,-1950747.57356454,1562828.84415815,42.8048136808,1.12842170028921,1.1195685732,0,589.808637236,1423,26.7649822713,2.52933048856,7.82809482626,3154.7804878,569.780487805,18.0608600188959,6.51219512195,618.292682927,14.6829268293,550.195121951,28.1052631578947
102,2,-1963803.20487944,1575189.37075206,12.5665344984,1.51581689166201,0,0,607.632236842,1309,28.4216809246,0.412442677002,2.0321921761,3177.63636364,621.363636364,19.5542713280201,6.54545454545,600.636363636,14.4545454545,535.545454545,25.1739130434782
10278,7,-2067767.17607356,1810697.15484028,17.3026924986,1.60988200467786,0,0,33.9588068182,66,2.40121914983,86.2074730648,97.6746388224,2980.66666667,117.266666667,3.93424289868716,8,784.266666667,10.1333333333,491.533333333,15.8928571428571
104,2,-1972472.28556664,1577581.08207335,39.3052325051,0.871340228178502,1.01260171728,0,504.535894207,1512,22.0395266723,2.93754395443,13.8316597025,2925.13888889,470.472222222,16.0837567066953,6.80555555556,581.916666667,14.25,540.611111111,23.328947368421
105,2,-1904926.6002514,1551282.34039111,41.5514147339,1.09210344671882,0,0,845.568592416,1895,29.6606471249,0.969307642785,2.92896363097,2402.69230769,553.794871795,23.0489301531676,5.79487179487,570.333333333,15.3333333333,542.948717949,24.2702702702702
107,2,-1911094.70781704,1554531.8256191,65.6030398206,0.874768323229053,0,0.525841887839893,770.014373203,1948,30.0519804827,0.199222150181,0.980654982835,2529.72727273,647.045454545,25.5776763574489,5.18181818182,568.060606061,15.4393939394,526.96969697,22.4017094017094
108,2,-1958274.54824736,1577539.31672461,11.1828565081,2.03810818875449,0,0,606.843612335,1503,34.326665147600004,0.601329058266,2.22106715049,3372.22222222,740.444444444,21.9571663920935,6.11111111111,633.111111111,14.6666666667,528.555555556,24.7916666666666
109,2,-1983993.01344152,1582452.99538791,81.2659707041,0.757831259138769,0.134390058256,0,601.664036419,1513,27.9267241197,0.819558008777,4.08716373117,3373.83783784,624.513513514,18.5104780825454,6.14864864865,713.932432432,13.9324324324,515.662162162,26.5100671140939
110,2,-1953388.94816022,1574760.10520163,49.4134879433,0.869509814456933,0,0,746.954250541,1611,31.5159400831,1.15335710927,4.05651357769,3895.83333333,1147,29.4417112299717,5.20833333333,707.5,15.25,506.583333333,23.3888888888888
114,2,-1982415.94737255,1593568.22687611,69.1267722334,0.64499504063445,0.217461000663,0,635.121172561,1537,25.7264476279,1.71567292878,6.98028533689,3676.14754098,650.819672131,17.7038506990255,6.06557377049,858.049180328,13.8360655738,510.737704918,26.9921875
117,2,-1900325.17162091,1567801.03475158,58.8053136034,0.724457088937397,0,0.799103199888097,841.695895001,2410,30.0101450567,0.4116576841,1.87065763665,2540.74074074,701.666666667,27.6166180758229,5.14814814815,606.759259259,15.2407407407,525.222222222,21.8055555555555
118,2,-1953320.03255212,1587589.12109838,39.789858067,1.30140765073653,0,0,758.645360825,1711,31.1159668581,0.756575054029,2.96594521681,3471.83783784,884.405405405,25.473695682608,5.37837837838,639,15.0810810811,512.648648649,21.3513513513513
119,4,-1995238.86605745,1605085.13117443,226.086854208,0.678989785222502,0.623652561021,0,516.789122068,1483,24.3116540212,3.40457015452,12.6933974533,2682.52884615,347.173076923,12.9420072190935,6.59615384615,584.471153846,13.2067307692,525.235576923,24.5478468899521
122,2,-1902127.36200765,1575563.58216736,28.3063750957,1.15849171917114,0,0,854.659982563,1953,32.989520929,0.449314991274,1.31938187012,2457.11111111,797.777777778,32.4681197431728,4.44444444444,579.777777778,15.6296296296,501.740740741,16.4074074074074
129,2,-1893576.40724504,1577320.25009496,10.8928702395,1.81329526206209,0,0,565.711480363,1941,31.1698368249,1.69611728033,3.45446526631,2036.11111111,299,14.6848567530775,7.11111111111,449.222222222,15.1111111111,590.111111111,23.7894736842105
13,2,-1825939.1911783,1368623.92232329,72.4811345216,0.958351106606029,0.296621087365,0,545.035600907,1457,21.3432601092,10.8322212008,22.9066161709,2810.44444444,381.152777778,13.5620107535677,7.51388888889,594.166666667,14.6805555556,582.125,30.3587786259541
130,2,-1987502.10577407,1609702.71045885,13.6511925702,1.73523808162928,0,0,698.817184644,1485,31.030964136,0.223550714596,1.06265126416,3382.45454545,606,17.9159835515063,5.72727272727,800,13.5454545455,499.818181818,16.2222222222222
13006,7,-2104653.03623724,1884684.98158993,15.0269854289,1.9531429765967,3.02185846275,0,35.8476712329,91,3.13674655463,79.1537095651,93.8528260119,3076.4375,146.875,4.77419092700566,8,816.5,11,480.25,14.125
131,2,-1944601.36572321,1594994.72495765,28.8219886624,1.02418516629172,0,0,761.606847361,1699,30.3715006132,0.501123034455,2.81553704292,2493.33333333,484.592592593,19.4355317885152,5.96296296296,544.555555556,14.962962963,533,19.5094339622641
132,2,-1994396.48613562,1613629.98505915,13.1636744114,1.2874117137532,0.951261213488,0,709.001883239,1464,31.5843993248,0.229158805573,1.62188594884,2848.25,446.5,15.6762924602826,6.16666666667,619.666666667,13.5833333333,510.75,19.8461538461538
133,3,-2033521.18347169,1624226.76804853,67.7635973166,1.41556724507156,2.75688035143,0,111.997453002,448,10.6542545697,19.4521061666,51.0270770861,2067.4516129,82.1935483871,3.97559719774083,8.41935483871,446.758064516,11.7419354839,563.193548387,23.311475409836
135,3,-2055838.48633327,1633409.24411305,44.0324820335,1.40474228143488,2.36378758034,0,71.6381750466,198,6.51141382417,40.2686515228,80.2717753783,2152.08333333,79.6388888889,3.70054856405916,8.30555555556,459.611111111,11.0277777778,546.555555556,26.3076923076923
136,2,-1942100.96026034,1589838.79169601,94.5678111923,0.796465730724096,0.180915998363,1.20118800312726,834.944309296,1977,31.3629360847,0.423747551831,2.75810248335,2927.04705882,885.941176471,30.2674046118054,4.74117647059,620.341176471,15.4823529412,503.882352941,21.3410404624277
138,4,-2012782.48944348,1616265.36718346,93.5122383954,0.923359972912877,0.529183386553,0,334.057944254,1082,21.0023774582,5.34971609921,17.528610242,2251.19047619,188.976190476,8.39450026440367,7.35714285714,490.392857143,12.9285714286,551.130952381,25.5454545454545
13816,7,-2110156.81530212,1911411.55691028,13.617406432,2.88359125613444,0,0,21.159903089,35,1.83146168452,96.5221183824,99.4863284663,3246.71428571,145.785714286,4.49025388306132,8,867.785714286,10,489.285714286,12.2857142857142
139,2,-1943068.47236101,1602247.16195652,15.0411730944,1.24107968076307,0,0,784.739106754,1890,28.4999850012,0.0597958677884,0.780855282831,2446.21428571,582.714285714,23.8210646188287,5.21428571429,580.071428571,15.4285714286,522,25.1538461538461
13924,7,-2114406.5412862,1914429.62779277,12.9089473148,3.12269923086661,1.53591867075,0,22.9772439949,40,2.04299738985,92.133884299,97.2275848248,3305.88888889,152,4.59785567841743,8,880.777777778,10,488.555555556,14.5217391304347
14,3,-1863641.47294238,1386877.85625911,81.1204270162,0.60400026072936,0,0,354.339643653,1230,12.602183035,18.8518426169,46.3294160175,1865.37662338,148.480519481,7.95981452860486,8.44155844156,385.779220779,13.7142857143,582.363636364,26.097902097902
141,3,-2049835.41810621,1640454.03525812,12.818305022,2.43644016161965,2.24513968326,0,82.6809462916,273,8.31845375481,30.3974743078,65.9714995663,2236.75,84.5,3.77780261540181,8.41666666667,481.333333333,11.0833333333,549.416666667,25.2272727272727
142,2,-1996407.81199595,1620794.46279377,47.8025323089,0.766367012509607,2.70094911122,1.18950185832277,808.05669129,1849,28.179584371,0.581874477957,2.78221490553,3137.91304348,738.739130435,23.5423710025987,5.47826086957,602.282608696,13.4782608696,486.673913043,23.8651685393258
143,3,-2040872.06688329,1628464.54432515,248.990076047,1.27154979287066,2.09015447367,0,133.185470793,599,11.5844470964,22.5373413943,52.0082465578,2250.42857143,98.0336134454,4.35621973032034,8.18907563025,482.487394958,11.6008403361,557.294117647,24.0725623582766
145,4,-2001322.79523316,1627014.34270928,19.0645252163,1.22028420943917,0,0,593.970258621,1332,25.9026050622,8.67056884737,12.248678372,2967.6,510.6,17.2058228871815,5.75,620.05,13.25,495.9,27.5588235294117
146,4,-2017616.88027359,1627805.19525377,145.321854504,1.25616003757455,0.42320242326,0,427.072174308,1464,25.5700976763,3.63082637744,12.0727813017,2601.83333333,289.979166667,11.1451860867608,6.86111111111,620.729166667,12.9652777778,537.340277778,24.9710144927536
147,2,-1935232.64175095,1605558.86865665,32.8848289723,0.999855965669303,0,0,957.068424981,1976,30.879241053,2.18721371213,5.25920777296,2475.78787879,821.636363636,33.1868642978234,4.39393939394,598.727272727,15.6363636364,506,20.063492063492
14721,9,-2087444.3385562,1932377.63746426,12.159192936,2.73074718502147,0,0,47.7119675456,171,7.49175756828,31.1656925221,69.9808313896,3586.125,226.625,6.31949527693541,7,957.875,12,490.75,14.5833333333333
1494,3,-1928798.11812336,1512656.39079838,16.8465518907,1.18032900827086,0,0,335.635915146,894,24.0880283309,3.32412343939,11.703716061,2070.25,190.75,9.2138630600169,7.625,492.125,15,611.8125,22.5483870967741
15,3,-1870242.49269469,1391051.41972763,15.6807816586,2.03496161736304,0,0,275.443282802,1141,6.19050827359,36.1469720536,89.3126541771,1472.81818182,81.0909090909,5.50583297326584,8.90909090909,305.909090909,13.3636363636,600.909090909,22.09375
15031,4,-2076535.19840541,1943278.89350879,13.7010825302,1.25588540793323,0,0,199.502122498,559,17.5373297045,10.5055915505,22.7593322587,4286.41666667,472.666666667,11.027081672725,6.58333333333,1153.58333333,14,496.916666667,25.3599999999999
159,3,-2058189.94425908,1646914.44202015,52.5677514495,2.2274864170132,1.61768071045,0,75.0323650142,231,6.690376415,37.0982063012,79.0937999725,2278.20754717,79.641509434,3.49579692741036,8.18867924528,487.811320755,10.7924528302,532.490566038,23.1770833333333
16,2,-1817297.08178271,1373649.04241362,41.7337275921,1.07135150984907,0.282215114362,0,707.653520016,1417,28.6618063726,1.10629309788,4.98334884058,3448.78571429,548.880952381,15.9151944438507,6.85714285714,702.857142857,15,568.547619048,30.5833333333333
160,2,-1942147.98652751,1611988.38559379,21.135665876,1.49026086814551,0,0,730.290859799,1851,32.4105572233,0.828077694707,3.51932189246,2307.61904762,539.714285714,23.3883615352648,5.14285714286,568.571428571,15.619047619,531.333333333,23.2564102564102
1601,3,-1933587.95434641,1525264.10215606,16.8105372455,1.44130863156562,0,0,141.972986248,492,14.2257266464,9.20342464321,33.883175944,2107.4,120.2,5.70371073360539,8.53333333333,482.333333333,15,631.466666667,20.0967741935483
161,4,-2041272.0730529,1653497.95709503,12.1360397191,1.70686933349367,0,0,524.37585266,1208,26.5149144941,1.03845086108,5.97310964911,4004.88888889,625.222222222,15.6114748640451,5.88888888889,1054.33333333,12.4444444444,512.777777778,22.3181818181818
16258,6,-2039972.3004993,1973772.48395816,11.8188522173,1.7890075397257,0,0,194.825385694,440,17.9908973253,7.1516161596,21.6692098771,2997.77777778,631.777777778,21.074870274269,6,718.555555556,17.4444444444,517,23.5
163,3,-2061434.42888268,1659275.73228657,88.9859259515,1.25325233099147,1.95840488667,0,152.08319739,547,10.0085307409,30.8205329655,56.6656412847,2707.575,122.2375,4.51464871702538,7.8,599.325,10.475,515.475,24.6226415094339
164,4,-2034404.50704684,1647235.6832619,366.131401961,0.785778363665397,1.28976662495,0,383.6082736,1521,22.3836100371,5.08998384465,16.4743511712,3060.24702381,246.306547619,8.0485838464226,7.19642857143,727.99702381,12.0952380952,536.892857143,25.7966616084977
16476,9,-2127461.53523992,2009362.5704685,11.9044860913,2.09057414779374,0,0,64.2744961779,226,8.07480669649,32.0477334841,62.6840001339,2403.54545455,143,5.94954423388564,7,683.727272727,11.2727272727,451.272727273,15.8181818181818
1655,3,-1952608.88409946,1533031.30041933,69.4136086012,1.47590770072245,0.541681836427,0,163.794665086,650,14.0997981359,13.905075975900001,37.5639379259,2266.88888889,153.047619048,6.75143893457173,8.22222222222,503.095238095,14.9841269841,608.301587302,25.5378151260504
16588,7,-2131758.34290244,2012138.44506818,15.6424232883,2.88401932037657,0,0,34.5986322988,148,4.70082309401,63.2939808271,88.6478486697,2301.25,123.416666667,5.36302734022813,7,653.333333333,11,447.166666667,13.7419354838709
167,4,-2024547.35240773,1652596.50083625,26.0316661215,1.31267663923574,0.436612989129,0,560.348264984,1615,28.1322986326,2.57847526563,9.22533016526,3384.86956522,472.913043478,13.97138159583,6.47826086957,842.086956522,12.6956521739,521.086956522,24.9375
16779,8,-2028714.08146778,1982788.84026624,11.2349408399,1.37208160611286,0,0,182.006681514,445,17.1087441451,4.78790236492,18.0951958028,2351.4,441.9,18.7930594539423,6.3,556.4,17.3,529.3,22.0454545454545
168,4,-2006066.21055578,1644872.42432676,29.3792182665,0.845557435660426,0.343909655215,0,766.103515625,1412,27.6633113784,1.30544305676,6.08541085365,3169.07142857,532.25,16.7951405323852,5.67857142857,790.25,13.0357142857,489,25.9811320754716
1682,3,-1978470.23740433,1545343.57311607,76.3340820917,0.647018799847432,0.313720362552,0,233.881136951,788,14.2258351913,13.8738238354,37.4380171053,2053.33333333,166,8.0844155844287,7.69333333333,465.2,14.1466666667,578.906666667,26.978417266187
169,4,-2033271.39046432,1653442.3550605,25.2586448076,1.22367890046576,0.679153517447,0,476.118489583,1137,25.9796828734,2.19137276461,8.13328070131,3524.27272727,339.409090909,9.63061366626741,6.72727272727,884.272727273,12.2727272727,534,28.6304347826086
170,2,-2005009.08076617,1639607.11260268,108.057862847,0.664674181343315,0.843186908607,0.424299841419484,690.832927942,1607,27.8954886766,2.68984320967,7.59633264232,3166.57009346,578.757009346,18.277094530177,5.60747663551,754.588785047,13.1495327103,493.635514019,25.3989898989899
171,4,-2045601.70427604,1661204.34455494,99.8801150261,1.21063475194777,2.43862383317,0,273.641639911,1170,20.0064723458,6.5937624736,19.3519073816,2903.64516129,190.720430108,6.56831050331469,7.37634408602,736.397849462,11.4946236559,530.623655914,25.3812154696132
172,1,-1819714.43333726,1328728.02268544,181.129959246,0.477692119824471,0.112388807265,0,49.2003828973,138,1.76768598171,93.0682452628,97.6838677951,1442.62702703,47.5513513514,3.29616390518456,9.82702702703,315.897297297,14,680.967567568,15.1269349845201
17280,7,-2137591.15292305,2029756.48904705,14.00118496,2.4091223681061402,0,0,53.2155936208,166,5.80705503079,46.1132924526,81.8311556391,2399,135,5.62734472696957,7,691.181818182,11,446.636363636,14.2666666666666
173,1,-1823013.80465507,1338816.83842947,144.314410657,0.488482950993042,0.0731837645611,0,45.5110894607,125,1.84461511241,92.6593707661,97.3283165133,1504.11888112,49.034965035,3.26004584148877,10,318.251748252,14,672.447552448,14.6705882352941
174,1,-1834234.74617704,1337273.34253721,38.6294478014,0.980823336955933,0,0,15.8248563524,109,1.11827855312,94.3488710024,98.3185353833,1199.825,35.425,2.95251390827829,10,256.425,14,661.775,10.4782608695652
175,4,-1820979.71956017,1363052.82992269,21.6451265507,0.995522538526852,7.9831349614,0,475.726240061,1226,21.6532862386,6.15808177589,16.7317624604,2806.60869565,252.347826087,8.99120089231239,8.39130434783,580.130434783,14.9565217391,610.739130435,31.9714285714285
176,2,-1817203.34603197,1388829.83832774,192.831524289,0.421647400918973,0.730059868736,0.542978086049968,875.381876885,1866,26.7325185492,3.17787753432,8.81273987814,3569.91709845,718.186528497,20.1177368743051,5.86528497409,735.78238342,15.0051813472,531.507772021,28.4577259475218
177,2,-1827077.46289371,1379497.05725794,182.180620654,0.571181789321825,1.76616898413,0,759.128452728,1655,25.4104265822,4.92957539774,12.4629428642,3209.40883978,539.215469613,16.8010838298171,6.53591160221,657.729281768,14.8453038674,546.563535912,30.9874213836477
178,2,-1832257.35630077,1370435.83805683,59.192204936,0.811510307063115,0,0,591.503323179,1463,20.460691972,16.5158868791,28.2444823257,2775.11111111,384.952380952,13.871602452632,7.34920634921,599.555555556,14.4126984127,569.587301587,27.1481481481481
179,2,-1834829.26732083,1379745.37206137,216.34399648,0.390226255804284,1.48055939827,0,781.02566432,1683,24.4268060133,5.97768464272,14.7385298081,3179.48372093,561.818604651,17.6701204963763,6.38604651163,672.223255814,14.6511627907,538.102325581,29.0949868073878
17906,7,-2128950.93811638,2050534.48816698,15.8851635316,2.73615966488802,0,0,53.1658914729,230,6.2637083898,49.5041394442,79.6675889997,2460.5,139.571428571,5.67248236419427,7,724.5,11.0714285714,444.071428571,18.8846153846153
18,2,-1852880.9788784,1397776.24937864,19.3519014129,1.26997825995179,0,0,562.306122449,1330,25.9185589708,3.105973807,6.31575097418,2636.26315789,337.210526316,12.7912316077691,7.15789473684,522.631578947,14.3684210526,560.052631579,27.3333333333333
180,2,-1832750.34861093,1394525.9920579,55.3561917542,0.69473774372087,0,0,968.192427156,1643,26.9412052216,1.81496669007,6.46430359002,3141.2037037,745.925925926,23.7464996315705,5.16666666667,643.314814815,15,499.444444444,30.3265306122448
181,2,-1830854.43589103,1399802.21018785,28.4524168271,0.952976529042031,0,0,1017.84181766,1822,25.9973193296,1.33856318495,5.36867640876,2809,693.185185185,24.6772938834104,5.2962962963,575.592592593,15,504.962962963,27.2765957446808
182,2,-1825900.30827739,1402185.26305041,52.7668363404,0.959190339246107,0.925352063803,0,903.161960906,1860,24.9748618136,5.85171970276,13.7026290732,2947.87037037,762.740740741,25.8742972013815,5.25925925926,599.388888889,15.2037037037,507.351851852,28.8041237113402
183,2,-1825713.73504321,1456016.37770291,3863.576093,0.134281766994816,0.870858471443,14.3123987385064,1320.44848215,2746,22.6854022778,7.47092741204,16.944736305,2579.79848801,1185.30630865,45.9456935942434,3.05083420229,525.861313869,16.0461418144,456.250260688,17.0359930615784
184,2,-1837380.979201,1412172.73996657,40.8279752998,0.72686336597406,0,0.00468497494505775,990.243525397,2011,28.6207873392,1.31143821084,4.89773890729,2904.21428571,715.119047619,24.6234945932776,5.33333333333,612.69047619,15,511.833333333,25.6164383561643
185,2,-1841113.73467676,1409367.65144198,21.8566978494,1.10057416645042,3.455629432,0,962.896783844,1577,25.3983430978,1.52033061428,6.62091123942,2895,692.681818182,23.9268330978238,5.09090909091,566.772727273,15,504.909090909,26.4594594594594
186,2,-1844101.88036802,1403457.58454359,27.6793707333,0.926655231946753,0,0,843.873076923,1533,27.1548031523,1.87463417893,6.5081873832,2770.86666667,584.633333333,21.0992950460372,5.83333333333,535.1,14.8,518.866666667,29.8958333333333
187,2,-1849577.39817641,1403547.51921966,67.7968923755,0.553892730688669,0,0,748.017024873,1584,24.4751537344,2.87243424631,9.34694059394,2665.7761194,458.731343284,17.2081721321462,6.38805970149,529.373134328,14.6119402985,541.432835821,28.7749999999999
188,2,-1857094.29190898,1402169.8018276,68.4520330193,0.642140376866177,0.189955847468,0,805.249462109,1630,27.718733425,2.3232620779,8.85857456954,2767.55882353,526.264705882,19.0154840217904,6.08823529412,553.926470588,14.6470588235,527.676470588,28.864
189,2,-1862010.45423302,1396073.6412346,53.7683468585,0.78927450291725,0,0,831.260657734,1601,18.6397543747,9.60753826772,31.490952593,2593.52941176,455.588235294,17.5663415740804,5.98039215686,535.431372549,14.1176470588,530.294117647,31.1875
18923,7,-2124442.80838527,2091922.14871011,19.487581728,2.46760040576231,0,0,41.5173728814,204,4.47585598784,65.8450420067,89.71467047,2451.6875,144.125,5.87860402273944,7,746.5625,11.375,443.9375,16.6571428571428
19,3,-1878517.65982801,1400043.88751265,113.918440411,1.00681915304499,0,0,265.464040972,1196,8.34167985071,28.4513715876,67.3973503153,1475.85185185,113.175925926,7.66851535837641,8.65740740741,306.240740741,13.6666666667,603.407407407,24.4829268292682
190,3,-1867138.02160479,1391137.7778627,29.473418642,1.00637843919578,0,0,576.874547983,1167,9.07844535651,17.9970349933,73.7900323176,2037.25,210.96875,10.3555651000122,7.5,431.96875,13.84375,571.5,31.4444444444444
19023,7,-2125525.45019996,2095831.19658035,12.5426485567,3.23810627129892,0,0,25.5532894737,59,2.90801746487,78.6121821764,92.1493848667,2419.4,132.1,5.46003141274696,7,734.9,11.1,437.6,12.9565217391304
191,3,-1870351.15905896,1393327.47998756,23.0241632513,1.27715376570503,0,0,419.468683274,1143,7.14358745581,28.8461754875,81.1371201899,1671.40909091,132.681818182,7.9383209594583,8.36363636364,348,13.5454545455,592.818181818,28.5121951219512
192,2,-1867216.73909031,1399229.76890832,69.1707446762,0.8826903770783,0.437850305896,0,846.537240971,1623,16.0331977587,11.6845032333,34.5647368086,2492.52941176,484.058823529,19.4203856229404,6.05882352941,521.676470588,13.9852941176,531.647058824,29.6829268292682
19237,7,-2134606.21190493,2116339.66017585,10.4110163555,2.6712381815769,0,0,23.4119047619,67,2.60440309009,82.6154743815,92.9463558024,2341.75,117.5,5.01761503149354,7.125,719.125,11,433,15.3636363636363
193,3,-1883970.15339548,1407922.58528555,25.4254397823,1.03797369863703,0,0,455.09632732,923,7.79814652208,23.6972632829,75.5934557043,1659.57692308,125.34615384600001,7.55289809726751,8.23076923076999,340.884615385,14.3461538462,611.307692308,31.2826086956521
